id,word,reading,level,type,subtype,primary_meanings,sentence_ja,sentence_en,kanji_frequency_difficulty,kanji_usage_difficulty,kanji_in_n5_list
374,大丈夫,だいじょうぶ,N5,word,,safe; secure; sound,いや、大丈夫だ。,"No, no, that's okay.",8,7,false
375,大好き,だいすき,N5,word,,liking very much; loving (something or someone); adoring,こちらはケンです。彼は自分の犬が大好きです。,This is Ken. He really likes his dog.,5,5,false
376,大切,たいせつ,N5,word,,important; significant; serious,大切なものはここに置かないで下さい。,Please don't leave valuable things here.,4,3,false
377,台所,だいどころ,N5,word,,kitchen; financial situation; finances,メアリーは階段をおりて台所へ行った。,Mary went down to the kitchen.,7,6,false
378,大変,たいへん,N5,word,,very; greatly; terribly,１日中歩き回って大変疲れた。,I am dead tired from walking around all day.,4,4,false
379,高い,たかい,N5,word,,high; tall; expensive,そんな高い車を買う余裕はありません。,I can't afford to buy such an expensive car.,4,3,true
380,～だけ,～だけ,N5,grammar_pattern,suffix,only ~; just ~; as ~,,,,,false
381,沢山,たくさん,N5,word,,a lot; lots; plenty,お父さんは煙草の煙でたくさん輪を作れる。,Dad can blow many smoke rings.,8,7,false
382,タクシー,タクシー,N5,word,,taxi,そのタクシーはいきなり左に曲がった。,The taxi abruptly turned left.,,,false
383,出す,だす,N5,word,,to take out; to get out; to put out,いつから痛みだしましたか。,How long have you had this pain?,2,3,true
384,～たち,～たち,N5,grammar_pattern,suffix,plural suffix,,,,,false
385,立つ,たつ,N5,word,,to stand (up); to rise; to get to one's feet,次々に立って出ていった。,One after another they stood up and went out.,2,3,false
386,縦,たて,N5,word,,the vertical; height; front-to-back,テーブルを縦一列に並べなさい。,Put the tables end to end.,9,8,false
387,建物,たてもの,N5,word,,building,あそこの建物が燃えているに違いない。,That building must be on fire.,5,5,false
388,楽しい,たのしい,N5,word,,enjoyable; fun; pleasant,あなたと一緒にいて楽しかった。,I really enjoyed your company.,7,6,false
389,頼む,たのむ,N5,word,,to request; to beg; to ask,あなたに頼んでもよろしいですか。,May I request a favour of you?,7,8,false
390,煙草,タバコ,N5,word,,tobacco; cigarette; cigar,タバコはやめたよ。,I stopped smoking.,10,7,false
391,多分,たぶん,N5,word,,probably; likely; perhaps,君にはたぶんみんなわかっていることでしょう。,I expect you know all about it.,4,5,false
392,食べ物,たべもの,N5,word,,food,冷蔵庫の中にたくさんの食べ物が入っていますか。,Is there much food in the refrigerator?,4,4,false
393,食べる,たべる,N5,word,,to eat; to live on (e.g. a salary); to live off,もっと果物を食べるべきです。,You should eat more fruit.,4,5,true
394,卵,たまご,N5,word,,eggs; egg; spawn,卵は硬くゆでてください。,Boil the eggs hard.,9,8,false
395,誰,だれ,N5,word,,who,あそこに立ってる女の人はだれですか。,Who is the woman standing there?,7,9,false
396,誰か,だれか,N5,word,,someone; somebody,「誰か車の中にいるのですか」「トムがいます」,"""Who is in the car?"" ""Tom is.""",7,9,false
397,誕生日,たんじょうび,N5,word,,birthday,今日は、妹の誕生日です。,Today is my sister's birthday.,6,7,false
398,刻々,ギザギザ,N5,word,,notches; serration; indentation,ぎざぎざのかどが彼のズボンに引っかかって穴を空けた。,The jagged edge ripped a hole in his trousers.,9,8,false
399,小さい,ちいさい,N5,word,,small; little; tiny,その机はメグには小さすぎる。,The desk is too small for Meg.,2,3,true
400,小さな,ちいさな,N5,word,,small; little; tiny,その犬は小さな男の子に向かって唸った。,The dog growled at a little boy.,2,3,true
401,近い,ちかい,N5,word,,near; close; short (distance),クリスマスが近くなってきた。,Christmas is fast approaching.,4,6,false
402,違う,ちがう,N5,word,,to differ (from); to be different; to be distinct,君は違う方にいきますよ。,You're going the wrong way.,7,6,false
403,近く,ちかく,N5,word,,near; neighbourhood; neighborhood,国会は近く解散するだろう。,The Diet will soon be dissolved.,4,6,false
404,地下鉄,ちかてつ,N5,word,,subway; metro; underground (railway),地下鉄で行きたいのです。,I want to get there by subway.,6,6,false
405,地図,ちず,N5,word,,map; atlas; chart,どこへ行けばヨーロッパの地図が手に入りますか。,Where can I obtain a map of Europe?,5,6,false
406,父,ちち,N5,word,,father,私の父は大の旅行好きです。,My father is a great traveler.,7,8,true
407,茶色,ちゃいろ,N5,word,,brown; light brown; tawny,その犬は茶色で小さくて、やせています。,"The dog is brown, small and thin.",9,6,false
408,茶碗,ちゃわん,N5,word,,rice bowl; tea cup; teacup,彼は茶碗を床にたたきつけた。,He dashed the cup on the floor.,10,9,false
409,～中,～ちゅう,N5,grammar_pattern,time,during; while ~ing,,,,,false
410,丁度,ちょうど,N5,word,,exactly; precisely; just,私達はちょうど食事を終えた所です。,We've just finished breakfast.,8,7,false
411,一寸,ちょっと,N5,word,,a little; a bit; slightly,ちょっと、そこのきみ！,"Hey, you there!",7,6,false
412,一日,いちにち,N5,word,,one day; all day (long); the whole day,私のｅ―ｍａｉｌアドレスは４月１日より下記になります。,My e-mail address will be as follows effective April 1.,3,3,true
413,使う,つかう,N5,word,,"to use (a tool, method, etc.); to make use of; to put to use",お湯を全部使わないで。,Don't use all the hot water.,4,6,false
414,疲れる,つかれる,N5,word,,to get tired; to tire; to get fatigued,そのとき、彼らは、ブラックベリーの林の周りをつかれて、のどがかわくまで競争して遊んでいました。,"Then they played ""ring-a-ring-a-rosy"" until they were tired and thirsty.",9,9,false
415,次,つぎ,N5,word,,next; following; subsequent,この次来るときは、花を持ってきてあげよう。,"Next time I come, I'll bring you some flowers.",4,6,false
416,着く,つく,N5,word,,to arrive at; to reach; to sit on,各自席につきなさい。,Go to your respective seats.,7,5,false
417,机,つくえ,N5,word,,desk,重荷で机がまた軋んだ。,The loaded desk groaned again.,9,9,false
418,作る,つくる,N5,word,,to make; to produce; to manufacture,たまごを割らずにオムレツは作れない。,You can't make an omelet without breaking eggs.,4,5,false
419,就ける,つける,N5,word,,"to install (a king, emperor, etc.); to appoint (to a post); to promote",君が職に就けるといいんだが。,I should be glad if you got the job.,9,8,false
420,勤める,つとめる,N5,word,,to work (for); to be employed (at); to serve (in),私の父は外務省に勤めている。,My father serves in the Foreign Ministry.,9,8,false
421,詰らない,つまらない,N5,word,,dull; uninteresting; boring,あの新しい映画は、つまらんかった。,That new movie was a bummer.,9,8,false
422,冷たい,つめたい,N5,word,,cold (to the touch); chilly; icy,もう手が冷たくって。,My hand's getting too cold.,9,6,false
423,強い,つよい,N5,word,,strong; potent; competent,この布地は洗濯に強い。,This material will stand up to lots of washings.,4,6,false
424,手,て,N5,word,,hand; arm; forepaw,いい手が配られた。,I was dealt a good hand.,2,3,false
425,テープ,テープ,N5,word,,tape,君はそのコンサートをテープにとったか。,Did you tape that concert?,,,false
426,テープレコーダー,テープレコーダー,N5,word,,tape recorder,このテープレコーダーは新しくない。,This tape recorder is not new.,,,false
427,テーブル,テーブル,N5,word,,table,このテーブルを頼んだのではない。,I didn't ask for a table here.,,,false
428,出かける,でかける,N5,word,,to go out (e.g. on an excursion or outing); to leave; to depart,１０分前に出かけました。,She left home ten minutes ago.,2,3,true
429,手紙,てがみ,N5,word,,letter; note,ここにあなたあての手紙が何通かあります。,Here are some letters for you.,5,6,false
430,出来る,できる,N5,word,,to be able to do; to be possible; to be permitted (to do),トイレお借りできますか。,May I use your toilet?,4,5,true
431,出口,でぐち,N5,word,,exit; way out; outlet,B2出口から地上に出てください。,Go up to ground level at exit B2.,4,5,false
432,テスト,テスト,N5,word,,"test (of ability, knowledge, etc.); exam; examination",新しいエンジンは必要なテストをすべて受けなければならない。,The new engine must undergo all the necessary tests.,,,false
433,では,では,N5,word,,then; well; so,では今晩またね、さようなら。,"See you tonight, then. Cheers!",,,false
434,デパート,デパート,N5,word,,department store; department,あのデパートで新しいコートを買いたい。,I would like to buy a new coat at that department store.,,,false
435,でも,でも,N5,word,,but; however; though,あの男がもう１つでも間違いを犯したらクビにする。,"If that man makes one more mistake, I'll fire him.",,,false
436,出る,でる,N5,word,,to leave; to exit; to go out,電話には出なかったからメールしておきました。,"He didn't answer the phone, so I left him an email.",2,3,true
437,テレビ,テレビ,N5,word,,television; TV; TV program,あなたはどこでテレビを見ますか。,Where do you watch television?,,,false
438,天気,てんき,N5,word,,weather; fair weather; fine weather,今日が天気ならいいのに。,I wish it were fine today.,4,4,true
439,電気,でんき,N5,word,,electricity; (electric) light,電気を消すのを忘れないで。,Don't forget to turn the light off.,5,4,true
440,電車,でんしゃ,N5,word,,train; electric train,あなたは始発電車に間にあいましたか。,Did you catch the first train?,8,5,true
441,電話,でんわ,N5,word,,telephone call; phone call; telephone (device),電話は繰り返し鳴っていた。,The telephone rang repeatedly.,7,5,true
442,戸,と,N5,word,,door (esp. Japanese-style); shutter; window shutter,誰かが戸をやかましくノックしている。,Someone is knocking loudly at the door.,7,6,false
443,～度,～ど,N5,grammar_pattern,counter,counter for occurrences; ~ degree; ~ point,,,,,false
444,ドア,ドア,N5,word,,door,このドアは書斎に通じている。,This door leads to the study.,,,false
445,トイレ,トイレ,N5,word,,toilet; restroom; bathroom,トイレの水が止まりません。,The toilet won't stop running.,,,false
446,如何,どう,N5,word,,how; in what way; how about,あなたはあの車をどう処理したのですか？,What did you do with that car?,8,8,false
447,如何して,どうして,N5,word,,how; in what way; by what means,そのニュースはどうして漏れたのだろう。,How did the news get out?,8,8,false
448,どうぞ,どうぞ,N5,word,,please; kindly; pray,写真をどうぞ見せて下さい。,Please show me your picture.,,,false
449,動物,どうぶつ,N5,word,,animal,私はその動物の名前を知っている。,I know the name of this animal.,4,3,false
450,どうも,どうも,N5,word,,thank you; thanks; much (thanks),お手数かけてどうもすいません。,I'm sorry to bother you.,,,false
451,十,じゅう,N5,word,,ten; 10; ten years of age,その会は十時に終わった。,The party ended at ten o'clock.,2,5,true
452,遠い,とおい,N5,word,,far; distant; far away,彼の家はここから遠くない。,His house is not far from here.,7,6,false
453,１０日,とおか,N5,word,,10th day of the month; ten days,会議は１０日後です。,The meeting is ten days away.,2,3,true
454,～時,～とき,N5,grammar_pattern,time,at the time of ~,,,,,false
455,時々,ときどき,N5,word,,sometimes; occasionally; at times,ジェーンはときどき学校まで走っていく。,Jane sometimes runs to school.,2,3,true
456,時計,とけい,N5,word,,clock; watch; timepiece,あなたの時計では何時ですか。,What time is it by your watch?,5,5,false
457,何処,どこ,N5,word,,"where; what place; how much (long, far)",あなたはどこでテレビを見ますか。,Where do you watch television?,8,7,false
458,所,ところ,N5,word,,place; spot; scene,あっ、いけない！忘れるところだった！,"Oh, no! I almost forgot!",4,3,false
459,年,とし,N5,word,,year; age; years,お年をお聞きしてよろしいでしょうか。,Might I ask your age?,2,5,true
460,図書館,としょかん,N5,word,,library,私たちの学校には立派な図書館があります。,We have a nice school library.,9,8,false
461,何方,どちら,N5,word,,which way; which direction; where,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?",4,6,false
462,何方,どちら,N5,word,,which way; which direction; where,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?",4,6,false
463,迚も,とても,N5,word,,very; awfully; exceedingly,「これはとてもおもしろそうだね」とひろしが言います。,"""This looks pretty interesting,"" Hiroshi says.",9,9,false
464,何方,どなた,N5,word,,who,「どなたですか」「お母さんよ」,"""Who is it?"" ""It's your mother.""",4,6,false
465,隣,となり,N5,word,,next (to); adjoining; adjacent,ジョーダンさんは彼の隣に座った。,Mr Jordan sat down beside him.,9,8,false
466,何の,どの,N5,word,,which; what (way),あなたはどの学科が好きですか。,What subject do you like best?,4,6,true
467,飛ぶ,とぶ,N5,word,,to fly; to soar; to jump,ヒューズが飛んだ。,A fuse has blown.,7,6,false
468,止まる,とまる,N5,word,,"to stop (moving); to come to a stop; to stop (doing, working, being supplied)",あの木の枝に数羽の鳥がとまっている。,Some birds are sitting on the branch of that tree.,7,6,false
469,友達,ともだち,N5,word,,friend; companion,メグは新しい友達をたくさん得た。,Meg acquired many new friends.,8,8,false
470,土曜日,どようび,N5,word,,Saturday,私は土曜日からここにいます。,I've been here since Saturday.,8,8,false
471,鳥,とり,N5,word,,bird; bird meat (esp. chicken meat); fowl,鳥は料理人がほどよく焼いた。,The fowls were well roasted by the cook.,9,6,false
472,鶏肉,とりにく,N5,word,,chicken meat; fowl; poultry,鶏肉を３ポンド分ください。,I'd like three pounds of chicken.,10,8,false
473,取る,とる,N5,word,,to take; to pick up; to grab,塩をとっていただけますか。,"Could you pass me the salt, please?",4,3,false
474,撮る,とる,N5,word,,to take (a photograph); to record (audio or video); to film,この番組、ビデオに録っておいて。,Will you record this program on video for me?,9,8,false
475,何れ,どれ,N5,word,,which (of three or more); well; now,あなたの鞄はどれですか。,Which is your bag?,4,6,true
476,どんな,どんな,N5,word,,what kind of; what sort of; what,どんな所がお好きですか。,What kind of places do you like?,,,false
477,無い,ない,N5,word,,nonexistent; not being (there); unowned,引退するつもりは毛頭ない。,I have no intention whatever of resigning.,4,3,false
478,ナイフ,ナイフ,N5,word,,knife,すみません、ナイフを落としてしまいました。,"I'm sorry, I dropped my knife.",,,false
479,中,なか,N5,word,,inside; interior; among,これらの商品の中から１つ選びなさい。,Choose one from among these products.,2,3,true
480,長い,ながい,N5,word,,"long (distance, length); long (time); protracted",だんだん日が長くなっています。,The days are getting longer and longer.,2,3,true
481,鳴く,なく,N5,word,,to make sound (of an animal); to call; to cry,羊は何て鳴くの？,What sound does a sheep make?,9,8,false
482,無くす,なくす,N5,word,,to lose (something); to get rid of; to eliminate,彼女は新しい時計をなくした。,She lost her new watch.,4,3,false
483,何故,なぜ,N5,word,,why; how; for what reason,あなたはなぜ働いているの。,How come you're still working?,8,8,false
484,夏,なつ,N5,word,,summer,この夏最高の暑さだ。,It is the hottest this summer.,9,8,false
485,夏休み,なつやすみ,N5,word,,summer vacation; summer holiday,この夏休みはどこかへ行くのですか。,Are you going away this summer?,10,8,false
486,～など,～など,N5,grammar_pattern,suffix,et cetera,,,,,false
487,七つ,ななつ,N5,word,,seven; seven years of age; four o'clock (old time system),海賊たちは７つの海を航海した。,The pirates sailed the seven seas.,4,6,true
488,何,なに,N5,word,,what; you-know-what; that thing,今のアナウンスは何だったのですか。,What did the announcement just say?,4,6,true
489,７日,なのか,N5,word,,7th day of the month; seven days,１月７日付けのお手紙、ありがとうございました。,Thank you very much for your letter of January 7th.,2,3,true
490,名前,なまえ,N5,word,,name; given name; first name,あなたの名前はリストからはずされた。,Your name was dropped from the list.,4,6,true
491,習う,ならう,N5,word,,to take lessons in; to be taught; to learn (from a teacher),車の運転を習っています。,I've been learning to drive.,9,6,false
492,並ぶ,ならぶ,N5,word,,to line up; to stand in a line; to rival,彼は古今に並ぶ者のない偉大な政治家である。,He is the greatest statesman that ever lived.,9,8,false
493,並べる,ならべる,N5,word,,to line up; to set up; to arrange in a line,メイドはテーブルにナイフとフォークを並べた。,The maid arranged the knives and forks on the table.,9,8,false
494,成る,なる,N5,word,,to become; to get; to grow,あなたがいなくなるととても寂しくなります。,"When you go, I'll miss you very much.",4,5,false
495,何～,なん～,N5,grammar_pattern,prefix,what sort of ~,,,,,false
496,二,に,N5,word,,two; 2,その穴は直径二メートルです。,The hole is two meters across.,2,5,true
497,賑やか,にぎやか,N5,word,,bustling; busy; crowded,私の家はにぎやかな通りに面しています。,My house faces a busy street.,9,9,false
498,肉,にく,N5,word,,flesh; meat; flesh (of a fruit),その魚と肉を冷凍してください。,Please freeze the fish and meat.,9,6,false
499,西,にし,N5,word,,west,列車は西へ走っていた。,The train was hurrying west.,7,6,true
500,～日,～にち,N5,grammar_pattern,time,~ day of the month; for ~ days,,,,,false
501,日曜日,にちようび,N5,word,,Sunday,その店は日曜日は閉まっている。,The shop is closed on Sundays.,6,7,false
502,荷物,にもつ,N5,word,,luggage; baggage; package,彼は前もって荷物を送った。,He sent his luggage in advance.,7,5,false
503,ニュース,ニュース,N5,word,,news,そのニュースに彼はびっくり仰天した。,The news took him by surprise.,,,false
504,庭,にわ,N5,word,,garden; yard; courtyard,私たちの庭には２本の桜の木があります。,Our garden has two cherry trees.,9,8,false
505,～人,～にん,N5,grammar_pattern,counter,counter for people,,,,,false
506,脱ぐ,ぬぐ,N5,word,,"to take off (clothes, shoes, etc.); to undress",ここで靴を脱がなければなりませんか。,Do I have to take off my shoes here?,9,6,false
507,温い,ぬるい,N5,word,,lukewarm; tepid; lenient,このコーヒーはぬるいです。,This coffee is not hot enough.,9,6,false
508,ネクタイ,ネクタイ,N5,word,,tie; necktie,このネクタイはあなたのシャツによく似合ってますよ。,This tie goes with your shirt.,,,false
509,猫,ねこ,N5,word,,"cat (esp. the domestic cat, Felis catus); feline; shamisen",あなたのサイトは、猫に興味のある人達にとって魅力的です。,Your site appeals to people who are interested in cats.,9,8,false
510,寝る,ねる,N5,word,,to sleep (lying down); to go to bed; to lie in bed,寝る前に歯を磨きなさい。,Brush your teeth before going to bed.,9,6,false
511,～年,～ねん,N5,grammar_pattern,time,~ years,,,,,false
512,ノート,ノート,N5,word,,notebook; copy-book; exercise book,彼女は本の絵をノートに書き移した。,She transferred the picture in the book to her notebook.,,,false
513,上る,のぼる,N5,word,,to ascend; to go up; to climb,あなたは、上れませんよ。,You cannot climb!,2,3,true
514,飲み物,のみもの,N5,word,,drink; beverage,何か飲み物をいただけますか。,May I have something to drink?,7,5,false
515,飲む,のむ,N5,word,,to drink; to swallow; to take (medicine),この薬を飲まなければ行けませんか。,Must I take this medicine?,9,6,false
516,乗る,のる,N5,word,,"to get on (train, plane, bus, ship, etc.); to get in; to board",そんなに沢山パンに乗るんか？,You really put that much in the sandwich?,7,6,false
517,歯,は,N5,word,,"tooth; teeth; tooth (of a comb, saw, etc.)",その赤ちゃんは歯が生えはじめている。,The baby is cutting his teeth.,9,6,false
518,パーティー,パーティー,N5,word,,"party (social gathering); party (group of people participating in an activity, esp. mountain climbing); (political) party",パーティーでは誰がホストを勤めるのですか。,Who will host the party?,,,false
519,はい,はい,N5,word,,yes; that is correct; understood,「もしもし、ブラウンさんですか」「はい、そうです」,"""Hello, is this Mrs. Brown?"" ""Yes, this is Mrs. Brown.""",,,false
520,～杯,～はい,N5,grammar_pattern,counter,counter for cupfuls,,,,,false
521,灰皿,はいざら,N5,word,,ashtray,その缶は灰皿の代わりになる。,The can will do for an ashtray.,10,9,false
522,入る,はいる,N5,word,,to enter; to come in; to go in,梅雨に入った。,The rainy season has set in.,2,3,true
523,葉書,はがき,N5,word,,postcard; memo; note,はがきにこの切手を貼って郵便箱に投函しなさい。,Put this stamp on the postcard and drop it in the mailbox.,7,5,false
524,掃く,はく,N5,word,,to sweep; to brush; to clean,お前は床を掃きさえすればよい。,You have only to sweep the floor.,9,8,false
525,箱,はこ,N5,word,,box; case; chest,その取っ手を右にねじると箱は開きます。,Twist that knob to the right and the box will open.,9,8,false
526,橋,はし,N5,word,,bridge,あの橋は大変美しい。,That bridge is very beautiful.,7,8,false
527,箸,はし,N5,word,,chopsticks,私達はじっと押し黙っておはしを使って食事をした。,We ate with chopsticks in restrained silence.,9,8,false
528,始まる,はじまる,N5,word,,to begin; to start; to commence,その試合は何時に始まりますか。,What time does the game start?,7,8,false
529,始め,はじめ,N5,word,,beginning; start; outset,会うは別れの始め。,To meet is to part.,7,8,false
530,初めて,はじめて,N5,word,,for the first time; only after ... is it ...; only when ... do you ...,１６歳の時、初めてテニスをした。,"When I was sixteen, I played tennis for the first time.",7,6,false
531,走る,はしる,N5,word,,to run; to run (of a vehicle); to drive,震えが背筋を走った。,A shiver ran down my spine.,7,6,false
532,バス,バス,N5,word,,bus; bus,私の息子はいつもバスに乗ると酔うの。,My son always gets sick when he rides a bus.,,,false
533,バター,バター,N5,word,,butter,彼女はバターを２ポンド買いました。,She bought two pounds of butter.,,,false
534,２０歳,はたち,N5,word,,20 years old; twenty,彼女は二十歳だと言ったが、それは嘘だった。,"She said she was twenty years old, which was not true.",7,8,false
535,働く,はたらく,N5,word,,to work; to labor; to labour,スイッチは時間通りに働かなかった。,The switch didn't work on time.,7,6,false
536,八,はち,N5,word,,eight; 8,会は八時に解散した。,The meeting broke up at eight.,4,6,true
537,２０日,はつか,N5,word,,20th day of the month; 20 days,私は二十日までに帰るつもりです。,I expect to be back by the 20th.,2,3,true
538,花,はな,N5,word,,flower; blossom; bloom,私たちは梅の花で有名な水戸公園を見に行った。,"We visited Mito Park, which is famous for its plum blossoms.",7,5,false
539,鼻,はな,N5,word,,nose,鼻が出ているよ。かみなさい。,Your nose is running. Blow it.,9,6,false
540,話,はなし,N5,word,,talk; speech; chat,話を聞かせてくれ。,I want a full report though.,4,5,true
541,話す,はなす,N5,word,,to talk; to speak; to converse,英語はカナダで話されている。,English is spoken in Canada.,4,5,true
542,母,はは,N5,word,,mother,でもさ、母を連れて行かなくてはいけないんだ。,"But, I have to take my mother.",7,6,true
543,早い,はやい,N5,word,,fast; quick; rapid,子供は成長が早い。,Children grow very quickly.,7,6,false
544,早い,はやい,N5,word,,fast; quick; rapid,子供は成長が早い。,Children grow very quickly.,7,6,false
545,春,はる,N5,word,,spring; springtime; New Year,多くの植物は春に花をつける。,Many plants bloom in the spring.,7,6,false
546,張る,はる,N5,word,,to stick; to paste; to affix,クモがクモの巣を張るところを見たことがありますか。,Have you ever seen a spider spinning its web?,7,6,false
547,晴れ,はれ,N5,word,,clear weather; fine weather; formal,その日は晴れだったので、私たちは泳ぎに行った。,"It was a fine day, so we went swimming.",9,8,false
548,晴れる,はれる,N5,word,,to clear up; to clear away; to be sunny,明日は晴れるだろう。,It will be fine tomorrow.,9,8,false
549,半,はん,N5,word,,half; semi-; partial,半時間したら彼はここに来るでしょう。,He will be here in half an hour.,7,6,true
550,晩,ばん,N5,word,,evening; night; dinner,グロリアは断然その晩のピカ一の歌手であった。,Gloria was easily the best singer of that evening.,9,8,false
551,～番,～ばん,N5,grammar_pattern,counter,~st; ~th best,,,,,false
552,パン,パン,N5,word,,bread; (sweet) pastry; staff of life,私は今朝バターつきのパンを食べた。,I ate bread and butter this morning.,,,false
553,ハンカチ,ハンカチ,N5,word,,handkerchief,このハンカチはいくらですか。,How much is this handkerchief?,,,false
554,番号,ばんごう,N5,word,,number; series of digits,ええ、じゃあ私の電話番号教えるね。,OK. Let me give you my number.,8,6,false
555,晩御飯,ばんごはん,N5,word,,dinner; evening meal,母は晩御飯の支度で忙しい。,Mother is busy cooking the dinner.,10,8,false
556,半分,はんぶん,N5,word,,half,エミーはナプキンを半分に折りたたんだ。,Emmy folded the napkin in half.,5,6,true
557,東,ひがし,N5,word,,east,名古屋は京都の東の方にある。,Nagoya is to the east of Kyoto.,4,6,true
558,～匹,～ひき,N5,grammar_pattern,counter,counter for small animals,,,,,false
559,引く,ひく,N5,word,,to pull; to tug; to lead (e.g. a horse),カーテンがゆっくり引かれた。,The curtains were drawn slowly.,4,5,false
560,弾く,はじく,N5,word,,to flip; to snap; to flick,このレインコートは水を完全にはじく。,The raincoat sheds water perfectly.,9,6,false
561,低い,ひくい,N5,word,,"low (rank, degree, value, content, quality, etc.); low (position); close to the ground",この机は私にはちょっと低い。,This desk is a little low for me.,9,6,false
562,飛行機,ひこうき,N5,word,,airplane; aeroplane; plane,あなたは飛行機で旅行したことがありますか。,Have you ever traveled by air?,6,6,false
563,左,ひだり,N5,word,,left; left-hand side; left hand,そのポールは左に傾いた。,The pole inclined to the left.,7,8,true
564,人,ひと,N5,word,,person; someone; somebody,この人は画家だ！,This fellow is an artist!,2,2,true
565,一つ,ひとつ,N5,word,,one; for one thing; only,一つには、私は貧しいし、それにまた忙しくもある。,"For one thing, I am poor; for another, I am busy.",2,2,true
566,１月,いちがつ,N5,word,,January; first month of the lunar calendar,私は１９６８年の１月２日に生まれた。,I was born on January 2 in 1968.,2,5,true
567,一人,ひとり,N5,word,,one person; being alone; being by oneself,私は一人の弟がいます。,I have one brother.,3,3,true
568,暇,ひま,N5,word,,spare time; free time; leisure,今晩暇かな？,Are you free tonight?,9,8,false
569,百,ひゃく,N5,word,,hundred; 100,彼は口座から百ドル下ろした。,He drew $100 from his account.,7,6,true
570,病院,びょういん,N5,word,,hospital; clinic; doctor's office,この近くに病院はありますか。,Is there a hospital near here?,8,6,false
571,病気,びょうき,N5,word,,"illness (usu. excluding minor ailments, e.g. common cold); disease; sickness",あなたの病気がよくなることを願っています。,I hope you'll get well soon.,5,5,false
572,平仮名,ひらがな,N5,word,,"hiragana; cursive Japanese syllabary used primarily for native Japanese words (esp. function words, inflections, etc.)",ひらがなは書けますが、カタカナはまだ書けません。,"I can write hiragana, but I can't yet write katakana.",8,7,false
573,昼,ひる,N5,word,,noon; midday; daytime,ケンは昼まで家にいるでしょう。,Ken will be at home until noon.,9,8,false
574,昼ご飯,ひるごはん,N5,word,,lunch; midday meal,昼ご飯を食べに外に出ませんか。,How about going out for lunch?,10,8,false
575,広い,ひろい,N5,word,,spacious; vast; wide,ジョンソン氏の部屋は広かった。,Mr Johnson's was a large room.,7,6,false
576,フィルム,フィルム,N5,word,,film,このフィルムを現像してもらえますか。,Can I have this film developed?,,,false
577,封筒,ふうとう,N5,word,,envelope,だれがこの封筒を破って開けたのか。,Who has torn the envelope open?,10,9,false
578,プール,プール,N5,word,,"(swimming) pool; pool (cue sport); pooling (money, resources, etc.)",私はプールで泳ぐのは好きではない。,I don't like to swim in the pool.,,,false
579,フォーク,フォーク,N5,word,,fork; forkball,その子はナイフとフォークをうまく使う。,The child handles a knife and fork well.,,,false
580,吹く,ふく,N5,word,,to blow (of the wind); to blow (one's breath); to breathe out,木が芽をふいている。,The trees are shooting out buds.,9,8,false
581,服,ふく,N5,word,,clothes (esp. Western clothes); clothing; dress,彼は濡れた服を火にあぶってかわかした。,He dried his wet clothes by the fire.,9,6,false
582,二つ,ふたつ,N5,word,,two,２つの質問をしてもよいですか。,May I ask a couple of questions?,2,5,true
583,豚肉,ぶたにく,N5,word,,pork,そんなわけでダチョウの肉は牛肉や豚肉の２倍以上の値段となる。,That's why ostrich meat costs more than twice as much as beef and pork.,10,8,false
584,二人,ふたり,N5,word,,two persons; two people; pair,二人の男は刑務所から釈放された。,The two men were released from jail.,3,4,true
585,２日,ふつか,N5,word,,2nd day of the month; two days,２日で３つの州を走破した。,We covered three states in two days.,2,3,true
586,太い,ふとい,N5,word,,fat; thick; deep (of a voice),彼は太い首をしている。,He has a thick neck.,4,6,false
587,冬,ふゆ,N5,word,,winter,まもなく冬だ。,It will be winter before long.,9,8,false
588,下る,くだる,N5,word,,to descend; to go down; to come down,山を下ったところに学校がある。,There is a school down the mountain.,2,3,true
589,古い,ふるい,N5,word,,old; aged; ancient,ケンが使っている机はもう古い。,The desk that Ken uses is old.,7,6,false
590,～分,～ふん,N5,grammar_pattern,time,~ minutes,,,,,false
591,文章,ぶんしょう,N5,word,,writing; composition; essay,彼の文章はとても主観的だ。,His writing is very subjective.,8,6,false
592,頁,ページ,N5,word,,page; nth page; page ...,もう３ページ残っている。,I have three more pages to go.,9,9,false
593,下手,しもて,N5,word,,lower part; foot; lower direction,そこでベス下手より登場！,"Now Beth enters, stage right!",3,4,false
594,ベッド,ベッド,N5,word,,bed,どんなベッドでもないよりはよい。,Any bed is better than no bed.,,,false
595,ペット,ペット,N5,word,,pet; trumpet,その人たちはココに新しいペットをあげようとしました。,They tried to give Coco a new pet.,,,false
596,部屋,へや,N5,word,,room; chamber; apartment,マユコは部屋に入った。,Mayuko entered the room.,4,6,false
597,辺,へん,N5,word,,area; vicinity; region,正方形には四つの辺がある。,A square has four sides.,9,8,false
598,ペン,ペン,N5,word,,pen,ペンか鉛筆を持っていますか。,Do you have a pen or a pencil?,,,false
599,勉強,べんきょう,N5,word,,study; diligence; working hard,学校ではどんな科目を勉強しますか。,What subjects do you study at school?,8,9,false
600,便利,べんり,N5,word,,convenient; handy; useful,電話は便利なものである。,The telephone is a convenience.,9,6,false
